cv_fold,snp_count,model,score
61,52,ElasticNet,0.71
61,52,Random Forest,0.64
61,52,SVR,0.71
61,100,Ridge,0.74
61,100,Lasso,0.54
61,100,ElasticNet,0.74
61,100,Random Forest,0.65
61,100,SVR,0.7
61,500,Ridge,0.69
61,500,Lasso,0.53
61,500,ElasticNet,0.78
61,500,Random Forest,0.75
61,500,SVR,0.79
61,2000,Ridge,0.69
61,2000,Lasso,0.59
61,2000,ElasticNet,0.86
61,2000,Random Forest,0.72
61,2000,SVR,0.87
61,5000,Ridge,0.84
61,5000,Lasso,0.56
61,5000,ElasticNet,0.87
61,5000,Random Forest,0.74
61,5000,SVR,0.88
61,10000,Ridge,0.88
61,10000,Lasso,0.51
61,10000,ElasticNet,0.86
61,10000,Random Forest,0.72
61,10000,SVR,0.91
61,All,Ridge,0.4
61,All,Lasso,0.45
61,All,ElasticNet,0.54
61,All,Random Forest,0.4
61,All,SVR,0.41
62,10,Ridge,0.65
62,10,Lasso,0.61
62,10,ElasticNet,0.65
62,10,Random Forest,0.59
62,10,SVR,0.63
62,52,Ridge,0.8
62,52,Lasso,0.74
62,52,ElasticNet,0.8
62,52,Random Forest,0.69
62,52,SVR,0.82
62,100,Ridge,0.81
62,100,Lasso,0.76
62,100,ElasticNet,0.81
62,100,Random Forest,0.77
62,100,SVR,0.76
62,500,Ridge,0.81
62,500,Lasso,0.72
62,500,ElasticNet,0.85
62,500,Random Forest,0.76
62,500,SVR,0.84
62,2000,Ridge,0.73
62,2000,Lasso,0.72
62,2000,ElasticNet,0.87
62,2000,Random Forest,0.73
62,2000,SVR,0.88
62,5000,Ridge,0.87
62,5000,Lasso,0.64
62,5000,ElasticNet,0.87
62,5000,Random Forest,0.74
62,5000,SVR,0.88
62,10000,Ridge,0.89
62,10000,Lasso,0.69
62,10000,ElasticNet,0.91
62,10000,Random Forest,0.76
62,10000,SVR,0.91
62,All,Ridge,0.51
62,All,Lasso,0.52
62,All,ElasticNet,0.52
62,All,Random Forest,0.48
62,All,SVR,0.5
63,10,Ridge,0.74
63,10,Lasso,0.74
63,10,ElasticNet,0.74
63,10,Random Forest,0.69
63,10,SVR,0.74
63,52,Ridge,0.74
63,52,Lasso,0.74
63,52,ElasticNet,0.75
63,52,Random Forest,0.77
63,52,SVR,0.74
63,100,Ridge,0.78
63,100,Lasso,0.73
63,100,ElasticNet,0.78
63,100,Random Forest,0.79
63,100,SVR,0.77
63,500,Ridge,0.82
63,500,Lasso,0.7
63,500,ElasticNet,0.85
63,500,Random Forest,0.76
63,500,SVR,0.85
63,2000,Ridge,0.71
63,2000,Lasso,0.7
63,2000,ElasticNet,0.84
63,2000,Random Forest,0.76
63,2000,SVR,0.87
63,5000,Ridge,0.85
63,5000,Lasso,0.6
63,5000,ElasticNet,0.83
63,5000,Random Forest,0.77
63,5000,SVR,0.87
63,10000,Ridge,0.88
63,10000,Lasso,0.65
63,10000,ElasticNet,0.87
63,10000,Random Forest,0.79
63,10000,SVR,0.91
63,All,Ridge,0.41
63,All,Lasso,0.53
63,All,ElasticNet,0.63
63,All,Random Forest,0.56
63,All,SVR,0.45
64,10,Ridge,0.67
64,10,Lasso,0.66
64,10,ElasticNet,0.67
64,10,Random Forest,0.61
64,10,SVR,0.68
64,52,Ridge,0.81
64,52,Lasso,0.72
64,52,ElasticNet,0.8
64,52,Random Forest,0.78
64,52,SVR,0.76
64,100,Ridge,0.9
64,100,Lasso,0.74
64,100,ElasticNet,0.89
64,100,Random Forest,0.83
64,100,SVR,0.85
64,500,Ridge,0.77
64,500,Lasso,0.7
64,500,ElasticNet,0.85
64,500,Random Forest,0.73
64,500,SVR,0.82
64,2000,Ridge,0.66
64,2000,Lasso,0.67
64,2000,ElasticNet,0.84
64,2000,Random Forest,0.72
64,2000,SVR,0.86
64,5000,Ridge,0.8
64,5000,Lasso,0.58
64,5000,ElasticNet,0.81
64,5000,Random Forest,0.76
64,5000,SVR,0.87
64,10000,Ridge,0.87
64,10000,Lasso,0.59
64,10000,ElasticNet,0.89
64,10000,Random Forest,0.76
64,10000,SVR,0.89
64,All,Ridge,0.51
64,All,Lasso,0.54
64,All,ElasticNet,0.43
64,All,Random Forest,0.52
64,All,SVR,0.53
65,10,Ridge,0.64
65,10,Lasso,0.6
65,10,ElasticNet,0.64
65,10,Random Forest,0.6
65,10,SVR,0.65
65,52,Ridge,0.79
65,52,Lasso,0.76
65,52,ElasticNet,0.81
65,52,Random Forest,0.74
65,52,SVR,0.75
65,100,Ridge,0.84
65,100,Lasso,0.77
65,100,ElasticNet,0.83
65,100,Random Forest,0.79
65,100,SVR,0.8
65,500,Ridge,0.86
65,500,Lasso,0.7
65,500,ElasticNet,0.89
65,500,Random Forest,0.8
65,500,SVR,0.88
65,2000,Ridge,0.71
65,2000,Lasso,0.7
65,2000,ElasticNet,0.88
65,2000,Random Forest,0.82
65,2000,SVR,0.92
65,5000,Ridge,0.9
65,5000,Lasso,0.67
65,5000,ElasticNet,0.89
65,5000,Random Forest,0.76
65,5000,SVR,0.92
65,10000,Ridge,0.9
65,10000,Lasso,0.67
65,10000,ElasticNet,0.89
65,10000,Random Forest,0.78
65,10000,SVR,0.92
65,All,Ridge,0.52
65,All,Lasso,0.53
65,All,ElasticNet,0.47
65,All,Random Forest,0.57
65,All,SVR,0.56
66,10,Ridge,0.74
66,10,Lasso,0.68
66,10,ElasticNet,0.74
66,10,Random Forest,0.74
66,10,SVR,0.71
66,52,Ridge,0.87
66,52,Lasso,0.73
66,52,ElasticNet,0.86
66,52,Random Forest,0.78
66,52,SVR,0.85
66,100,Ridge,0.89
66,100,Lasso,0.73
66,100,ElasticNet,0.89
66,100,Random Forest,0.82
66,100,SVR,0.84
66,500,Ridge,0.83
66,500,Lasso,0.73
66,500,ElasticNet,0.86
66,500,Random Forest,0.82
66,500,SVR,0.9
66,2000,Ridge,0.77
66,2000,Lasso,0.74
66,2000,ElasticNet,0.87
66,2000,Random Forest,0.74
66,2000,SVR,0.9
66,5000,Ridge,0.81
66,5000,Lasso,0.63
66,5000,ElasticNet,0.85
66,5000,Random Forest,0.8
66,5000,SVR,0.89
66,10000,Ridge,0.88
66,10000,Lasso,0.67
66,10000,ElasticNet,0.9
66,10000,Random Forest,0.76
66,10000,SVR,0.91
66,All,Ridge,0.52
66,All,Lasso,0.48
66,All,ElasticNet,0.7
66,All,Random Forest,0.49
66,All,SVR,0.51
67,10,Ridge,0.74
67,10,Lasso,0.7
67,10,ElasticNet,0.74
67,10,Random Forest,0.68
67,10,SVR,0.73
67,52,Ridge,0.82
67,52,Lasso,0.74
67,52,ElasticNet,0.83
67,52,Random Forest,0.77
67,52,SVR,0.82
67,100,Ridge,0.87
67,100,Lasso,0.75
67,100,ElasticNet,0.89
67,100,Random Forest,0.83
67,100,SVR,0.84
67,500,Ridge,0.86
67,500,Lasso,0.74
67,500,ElasticNet,0.88
67,500,Random Forest,0.81
67,500,SVR,0.88
67,2000,Ridge,0.77
67,2000,Lasso,0.72
67,2000,ElasticNet,0.89
67,2000,Random Forest,0.79
67,2000,SVR,0.9
67,5000,Ridge,0.86
67,5000,Lasso,0.64
67,5000,ElasticNet,0.88
67,5000,Random Forest,0.82
67,5000,SVR,0.9
67,10000,Ridge,0.89
67,10000,Lasso,0.68
67,10000,ElasticNet,0.88
67,10000,Random Forest,0.81
67,10000,SVR,0.91
67,All,Ridge,0.53
67,All,Lasso,0.49
67,All,ElasticNet,0.64
67,All,Random Forest,0.57
67,All,SVR,0.54
68,10,Ridge,0.51
68,10,Lasso,0.43
68,10,ElasticNet,0.51
68,10,Random Forest,0.49
68,10,SVR,0.52
68,52,Ridge,0.73
68,52,Lasso,0.53
68,52,ElasticNet,0.72
68,52,Random Forest,0.67
68,52,SVR,0.71
68,100,Ridge,0.77
68,100,Lasso,0.54
68,100,ElasticNet,0.74
68,100,Random Forest,0.71
68,100,SVR,0.74
68,500,Ridge,0.78
68,500,Lasso,0.54
68,500,ElasticNet,0.8
68,500,Random Forest,0.76
68,500,SVR,0.79
68,2000,Ridge,0.71
68,2000,Lasso,0.6
68,2000,ElasticNet,0.82
68,2000,Random Forest,0.8
68,2000,SVR,0.88
68,5000,Ridge,0.9
68,5000,Lasso,0.53
68,5000,ElasticNet,0.87
68,5000,Random Forest,0.76
68,5000,SVR,0.91
68,10000,Ridge,0.91
68,10000,Lasso,0.48
68,10000,ElasticNet,0.91
68,10000,Random Forest,0.74
68,10000,SVR,0.92
68,All,Ridge,0.43
68,All,Lasso,0.44
68,All,ElasticNet,0.38
68,All,Random Forest,0.5
68,All,SVR,0.5
69,10,Ridge,0.69
69,10,Lasso,0.67
69,10,ElasticNet,0.69
69,10,Random Forest,0.66
69,10,SVR,0.69
69,52,Ridge,0.82
69,52,Lasso,0.69
69,52,ElasticNet,0.82
69,52,Random Forest,0.78
69,52,SVR,0.81
69,100,Ridge,0.87
69,100,Lasso,0.69
69,100,ElasticNet,0.88
69,100,Random Forest,0.81
69,100,SVR,0.84
69,500,Ridge,0.79
69,500,Lasso,0.56
69,500,ElasticNet,0.81
69,500,Random Forest,0.68
69,500,SVR,0.81
69,2000,Ridge,0.73
69,2000,Lasso,0.6
69,2000,ElasticNet,0.85
69,2000,Random Forest,0.72
69,2000,SVR,0.88
69,5000,Ridge,0.92
69,5000,Lasso,0.55
69,5000,ElasticNet,0.91
69,5000,Random Forest,0.76
69,5000,SVR,0.91
69,10000,Ridge,0.92
69,10000,Lasso,0.47
69,10000,ElasticNet,0.91
69,10000,Random Forest,0.75
69,10000,SVR,0.92
69,All,Ridge,0.33
69,All,Lasso,0.3
69,All,ElasticNet,0.52
69,All,Random Forest,0.39
69,All,SVR,0.41
70,10,Ridge,0.79
70,10,Lasso,0.77
70,10,ElasticNet,0.79
70,10,Random Forest,0.73
70,10,SVR,0.79
70,52,Ridge,0.88
70,52,Lasso,0.78
70,52,ElasticNet,0.88
70,52,Random Forest,0.78
70,52,SVR,0.84
70,100,Ridge,0.92
70,100,Lasso,0.77
70,100,ElasticNet,0.9
70,100,Random Forest,0.83
70,100,SVR,0.91
70,500,Ridge,0.8
70,500,Lasso,0.67
70,500,ElasticNet,0.87
70,500,Random Forest,0.83
70,500,SVR,0.89
70,2000,Ridge,0.77
70,2000,Lasso,0.73
70,2000,ElasticNet,0.9
70,2000,Random Forest,0.81
70,2000,SVR,0.91
70,5000,Ridge,0.9
70,5000,Lasso,0.65
70,5000,ElasticNet,0.9
70,5000,Random Forest,0.78
70,5000,SVR,0.93
70,10000,Ridge,0.91
70,10000,Lasso,0.69
70,10000,ElasticNet,0.91
70,10000,Random Forest,0.79
70,10000,SVR,0.94
70,All,Ridge,0.51
70,All,Lasso,0.46
70,All,ElasticNet,0.55
70,All,Random Forest,0.51
70,All,SVR,0.53
71,10,Ridge,0.69
71,10,Lasso,0.68
71,10,ElasticNet,0.69
71,10,Random Forest,0.67
71,10,SVR,0.7
71,52,Ridge,0.82
71,52,Lasso,0.79
71,52,ElasticNet,0.83
71,52,Random Forest,0.81
71,52,SVR,0.83
71,100,Ridge,0.79
71,100,Lasso,0.78
71,100,ElasticNet,0.8
71,100,Random Forest,0.82
71,100,SVR,0.75
71,500,Ridge,0.83
71,500,Lasso,0.77
71,500,ElasticNet,0.9
71,500,Random Forest,0.83
71,500,SVR,0.89
71,2000,Ridge,0.63
71,2000,Lasso,0.74
71,2000,ElasticNet,0.86
71,2000,Random Forest,0.83
71,2000,SVR,0.88
71,5000,Ridge,0.91
71,5000,Lasso,0.68
71,5000,ElasticNet,0.9
71,5000,Random Forest,0.81
71,5000,SVR,0.94
71,10000,Ridge,0.88
71,10000,Lasso,0.66
71,10000,ElasticNet,0.87
71,10000,Random Forest,0.79
71,10000,SVR,0.92
71,All,Ridge,0.41
71,All,Lasso,0.46
71,All,ElasticNet,0.39
71,All,Random Forest,0.53
71,All,SVR,0.47
72,10,Ridge,0.6
72,10,Lasso,0.57
72,10,ElasticNet,0.6
72,10,Random Forest,0.52
72,10,SVR,0.6
72,52,Ridge,0.82
72,52,Lasso,0.67
72,52,ElasticNet,0.81
72,52,Random Forest,0.72
72,52,SVR,0.8
72,100,Ridge,0.84
72,100,Lasso,0.67
72,100,ElasticNet,0.82
72,100,Random Forest,0.71
72,100,SVR,0.8
72,500,Ridge,0.82
72,500,Lasso,0.71
72,500,ElasticNet,0.88
72,500,Random Forest,0.7
72,500,SVR,0.88
72,2000,Ridge,0.75
72,2000,Lasso,0.71
72,2000,ElasticNet,0.89
72,2000,Random Forest,0.7
72,2000,SVR,0.91
72,5000,Ridge,0.9
72,5000,Lasso,0.62
72,5000,ElasticNet,0.88
72,5000,Random Forest,0.7
72,5000,SVR,0.91
72,10000,Ridge,0.9
72,10000,Lasso,0.63
72,10000,ElasticNet,0.92
72,10000,Random Forest,0.72
72,10000,SVR,0.92
72,All,Ridge,0.43
72,All,Lasso,0.46
72,All,ElasticNet,0.62
72,All,Random Forest,0.42
72,All,SVR,0.44
73,10,Ridge,0.55
73,10,Lasso,0.58
73,10,ElasticNet,0.56
73,10,Random Forest,0.5
73,10,SVR,0.54
73,52,Ridge,0.74
73,52,Lasso,0.67
73,52,ElasticNet,0.78
73,52,Random Forest,0.69
73,52,SVR,0.72
73,100,Ridge,0.81
73,100,Lasso,0.67
73,100,ElasticNet,0.84
73,100,Random Forest,0.75
73,100,SVR,0.82
73,500,Ridge,0.82
73,500,Lasso,0.63
73,500,ElasticNet,0.84
73,500,Random Forest,0.81
73,500,SVR,0.84
73,2000,Ridge,0.79
73,2000,Lasso,0.64
73,2000,ElasticNet,0.85
73,2000,Random Forest,0.79
73,2000,SVR,0.88
73,5000,Ridge,0.84
73,5000,Lasso,0.57
73,5000,ElasticNet,0.88
73,5000,Random Forest,0.79
73,5000,SVR,0.88
73,10000,Ridge,0.86
73,10000,Lasso,0.61
73,10000,ElasticNet,0.86
73,10000,Random Forest,0.8
73,10000,SVR,0.89
73,All,Ridge,0.43
73,All,Lasso,0.46
73,All,ElasticNet,0.45
73,All,Random Forest,0.47
73,All,SVR,0.47
74,10,Ridge,0.66
74,10,Lasso,0.65
74,10,ElasticNet,0.66
74,10,Random Forest,0.64
74,10,SVR,0.65
74,52,Ridge,0.76
74,52,Lasso,0.7
74,52,ElasticNet,0.76
74,52,Random Forest,0.74
74,52,SVR,0.76
74,100,Ridge,0.83
74,100,Lasso,0.71
74,100,ElasticNet,0.82
74,100,Random Forest,0.77
74,100,SVR,0.84
74,500,Ridge,0.81
74,500,Lasso,0.66
74,500,ElasticNet,0.88
74,500,Random Forest,0.77
74,500,SVR,0.87
74,2000,Ridge,0.72
74,2000,Lasso,0.66
74,2000,ElasticNet,0.87
74,2000,Random Forest,0.77
74,2000,SVR,0.91
74,5000,Ridge,0.86
74,5000,Lasso,0.56
74,5000,ElasticNet,0.89
74,5000,Random Forest,0.76
74,5000,SVR,0.88
74,10000,Ridge,0.87
74,10000,Lasso,0.6
74,10000,ElasticNet,0.85
74,10000,Random Forest,0.73
74,10000,SVR,0.89
74,All,Ridge,0.45
74,All,Lasso,0.44
74,All,ElasticNet,0.61
74,All,Random Forest,0.51
74,All,SVR,0.46
75,10,Ridge,0.79
75,10,Lasso,0.79
75,10,ElasticNet,0.8
75,10,Random Forest,0.76
75,10,SVR,0.79
75,52,Ridge,0.85
75,52,Lasso,0.83
75,52,ElasticNet,0.85
75,52,Random Forest,0.85
75,52,SVR,0.82
75,100,Ridge,0.81
75,100,Lasso,0.83
75,100,ElasticNet,0.84
75,100,Random Forest,0.86
75,100,SVR,0.8
75,500,Ridge,0.89
75,500,Lasso,0.82
75,500,ElasticNet,0.9
75,500,Random Forest,0.87
75,500,SVR,0.91
75,2000,Ridge,0.77
75,2000,Lasso,0.81
75,2000,ElasticNet,0.9
75,2000,Random Forest,0.85
75,2000,SVR,0.92
75,5000,Ridge,0.86
75,5000,Lasso,0.75
75,5000,ElasticNet,0.9
75,5000,Random Forest,0.85
75,5000,SVR,0.92
75,10000,Ridge,0.91
75,10000,Lasso,0.77
75,10000,ElasticNet,0.89
75,10000,Random Forest,0.86
75,10000,SVR,0.94
75,All,Ridge,0.57
75,All,Lasso,0.63
75,All,ElasticNet,0.49
75,All,Random Forest,0.73
75,All,SVR,0.65
76,10,Ridge,0.82
76,10,Lasso,0.83
76,10,ElasticNet,0.82
76,10,Random Forest,0.75
76,10,SVR,0.81
76,52,Ridge,0.85
76,52,Lasso,0.75
76,52,ElasticNet,0.85
76,52,Random Forest,0.84
76,52,SVR,0.85
76,100,Ridge,0.87
76,100,Lasso,0.75
76,100,ElasticNet,0.89
76,100,Random Forest,0.87
76,100,SVR,0.83
76,500,Ridge,0.9
76,500,Lasso,0.79
76,500,ElasticNet,0.91
76,500,Random Forest,0.85
76,500,SVR,0.92
76,2000,Ridge,0.76
76,2000,Lasso,0.81
76,2000,ElasticNet,0.89
76,2000,Random Forest,0.86
76,2000,SVR,0.94
76,5000,Ridge,0.9
76,5000,Lasso,0.74
76,5000,ElasticNet,0.89
76,5000,Random Forest,0.86
76,5000,SVR,0.94
76,10000,Ridge,0.92
76,10000,Lasso,0.76
76,10000,ElasticNet,0.92
76,10000,Random Forest,0.87
76,10000,SVR,0.95
76,All,Ridge,0.64
76,All,Lasso,0.7
76,All,ElasticNet,0.51
76,All,Random Forest,0.7
76,All,SVR,0.68
77,10,Ridge,0.82
77,10,Lasso,0.8
77,10,ElasticNet,0.82
77,10,Random Forest,0.74
77,10,SVR,0.82
77,52,Ridge,0.81
77,52,Lasso,0.78
77,52,ElasticNet,0.81
77,52,Random Forest,0.79
77,52,SVR,0.84
77,100,Ridge,0.8
77,100,Lasso,0.74
77,100,ElasticNet,0.82
77,100,Random Forest,0.82
77,100,SVR,0.78
77,500,Ridge,0.86
77,500,Lasso,0.81
77,500,ElasticNet,0.91
77,500,Random Forest,0.88
77,500,SVR,0.9
77,2000,Ridge,0.76
77,2000,Lasso,0.78
77,2000,ElasticNet,0.87
77,2000,Random Forest,0.86
77,2000,SVR,0.93
77,5000,Ridge,0.88
77,5000,Lasso,0.68
77,5000,ElasticNet,0.91
77,5000,Random Forest,0.87
77,5000,SVR,0.93
77,10000,Ridge,0.94
77,10000,Lasso,0.71
77,10000,ElasticNet,0.92
77,10000,Random Forest,0.83
77,10000,SVR,0.94
77,All,Ridge,0.53
77,All,Lasso,0.61
77,All,ElasticNet,0.57
77,All,Random Forest,0.63
77,All,SVR,0.57
78,10,Ridge,0.69
78,10,Lasso,0.69
78,10,ElasticNet,0.69
78,10,Random Forest,0.64
78,10,SVR,0.7
78,52,Ridge,0.79
78,52,Lasso,0.74
78,52,ElasticNet,0.78
78,52,Random Forest,0.78
78,52,SVR,0.76
78,100,Ridge,0.84
78,100,Lasso,0.75
78,100,ElasticNet,0.84
78,100,Random Forest,0.79
78,100,SVR,0.83
78,500,Ridge,0.77
78,500,Lasso,0.7
78,500,ElasticNet,0.86
78,500,Random Forest,0.81
78,500,SVR,0.86
78,2000,Ridge,0.69
78,2000,Lasso,0.69
78,2000,ElasticNet,0.86
78,2000,Random Forest,0.8
78,2000,SVR,0.9
78,5000,Ridge,0.88
78,5000,Lasso,0.69
78,5000,ElasticNet,0.89
78,5000,Random Forest,0.81
78,5000,SVR,0.92
78,10000,Ridge,0.91
78,10000,Lasso,0.65
78,10000,ElasticNet,0.9
78,10000,Random Forest,0.81
78,10000,SVR,0.92
78,All,Ridge,0.52
78,All,Lasso,0.59
78,All,ElasticNet,0.48
78,All,Random Forest,0.53
78,All,SVR,0.57
79,10,Ridge,0.7
79,10,Lasso,0.71
79,10,ElasticNet,0.71
79,10,Random Forest,0.61
79,10,SVR,0.69
79,52,Ridge,0.79
79,52,Lasso,0.71
79,52,ElasticNet,0.78
79,52,Random Forest,0.77
79,52,SVR,0.75
79,100,Ridge,0.8
79,100,Lasso,0.71
79,100,ElasticNet,0.8
79,100,Random Forest,0.76
79,100,SVR,0.78
79,500,Ridge,0.71
79,500,Lasso,0.64
79,500,ElasticNet,0.81
79,500,Random Forest,0.75
79,500,SVR,0.8
79,2000,Ridge,0.61
79,2000,Lasso,0.62
79,2000,ElasticNet,0.81
79,2000,Random Forest,0.74
79,2000,SVR,0.85
79,5000,Ridge,0.82
79,5000,Lasso,0.61
79,5000,ElasticNet,0.81
79,5000,Random Forest,0.74
79,5000,SVR,0.87
79,10000,Ridge,0.87
79,10000,Lasso,0.61
79,10000,ElasticNet,0.87
79,10000,Random Forest,0.74
79,10000,SVR,0.89
79,All,Ridge,0.53
79,All,Lasso,0.53
79,All,ElasticNet,0.53
79,All,Random Forest,0.53
79,All,SVR,0.56
80,10,Ridge,0.6
80,10,Lasso,0.61
80,10,ElasticNet,0.61
80,10,Random Forest,0.52
80,10,SVR,0.63
80,52,Ridge,0.76
80,52,Lasso,0.62
80,52,ElasticNet,0.78
80,52,Random Forest,0.76
80,52,SVR,0.73
80,100,Ridge,0.79
80,100,Lasso,0.62
80,100,ElasticNet,0.81
80,100,Random Forest,0.76
80,100,SVR,0.77
80,500,Ridge,0.81
80,500,Lasso,0.61
80,500,ElasticNet,0.83
80,500,Random Forest,0.73
80,500,SVR,0.85
80,2000,Ridge,0.77
80,2000,Lasso,0.56
80,2000,ElasticNet,0.86
80,2000,Random Forest,0.73
80,2000,SVR,0.9
80,5000,Ridge,0.9
80,5000,Lasso,0.46
80,5000,ElasticNet,0.88
80,5000,Random Forest,0.73
80,5000,SVR,0.9
80,10000,Ridge,0.91
80,10000,Lasso,0.54
80,10000,ElasticNet,0.91
80,10000,Random Forest,0.75
80,10000,SVR,0.92
80,All,Ridge,0.27
80,All,Lasso,0.19
80,All,ElasticNet,0.49
80,All,Random Forest,0.27
80,All,SVR,0.31
81,10,Ridge,0.76
81,10,Lasso,0.74
81,10,ElasticNet,0.76
81,10,Random Forest,0.73
