cv_fold,snp_count,model,score
81,10,SVR,0.72
81,52,Ridge,0.8
81,52,Lasso,0.78
81,52,ElasticNet,0.82
81,52,Random Forest,0.72
81,52,SVR,0.8
81,100,Ridge,0.82
81,100,Lasso,0.78
81,100,ElasticNet,0.85
81,100,Random Forest,0.76
81,100,SVR,0.79
81,500,Ridge,0.84
81,500,Lasso,0.71
81,500,ElasticNet,0.87
81,500,Random Forest,0.78
81,500,SVR,0.85
81,2000,Ridge,0.7
81,2000,Lasso,0.73
81,2000,ElasticNet,0.86
81,2000,Random Forest,0.8
81,2000,SVR,0.89
81,5000,Ridge,0.89
81,5000,Lasso,0.68
81,5000,ElasticNet,0.88
81,5000,Random Forest,0.84
81,5000,SVR,0.92
81,10000,Ridge,0.89
81,10000,Lasso,0.71
81,10000,ElasticNet,0.88
81,10000,Random Forest,0.82
81,10000,SVR,0.91
81,All,Ridge,0.63
81,All,Lasso,0.61
81,All,ElasticNet,0.62
81,All,Random Forest,0.66
81,All,SVR,0.67
82,10,Ridge,0.75
82,10,Lasso,0.75
82,10,ElasticNet,0.75
82,10,Random Forest,0.66
82,10,SVR,0.74
82,52,Ridge,0.78
82,52,Lasso,0.69
82,52,ElasticNet,0.79
82,52,Random Forest,0.75
82,52,SVR,0.72
82,100,Ridge,0.81
82,100,Lasso,0.7
82,100,ElasticNet,0.82
82,100,Random Forest,0.76
82,100,SVR,0.79
82,500,Ridge,0.84
82,500,Lasso,0.71
82,500,ElasticNet,0.89
82,500,Random Forest,0.82
82,500,SVR,0.88
82,2000,Ridge,0.66
82,2000,Lasso,0.74
82,2000,ElasticNet,0.9
82,2000,Random Forest,0.81
82,2000,SVR,0.91
82,5000,Ridge,0.87
82,5000,Lasso,0.67
82,5000,ElasticNet,0.86
82,5000,Random Forest,0.83
82,5000,SVR,0.9
82,10000,Ridge,0.88
82,10000,Lasso,0.67
82,10000,ElasticNet,0.86
82,10000,Random Forest,0.81
82,10000,SVR,0.91
82,All,Ridge,0.53
82,All,Lasso,0.54
82,All,ElasticNet,0.54
82,All,Random Forest,0.55
82,All,SVR,0.61
83,10,Ridge,0.7
83,10,Lasso,0.67
83,10,ElasticNet,0.7
83,10,Random Forest,0.69
83,10,SVR,0.69
83,52,Ridge,0.79
83,52,Lasso,0.64
83,52,ElasticNet,0.79
83,52,Random Forest,0.71
83,52,SVR,0.79
83,100,Ridge,0.79
83,100,Lasso,0.64
83,100,ElasticNet,0.79
83,100,Random Forest,0.71
83,100,SVR,0.79
83,500,Ridge,0.79
83,500,Lasso,0.69
83,500,ElasticNet,0.82
83,500,Random Forest,0.74
83,500,SVR,0.82
83,2000,Ridge,0.71
83,2000,Lasso,0.69
83,2000,ElasticNet,0.84
83,2000,Random Forest,0.72
83,2000,SVR,0.86
83,5000,Ridge,0.85
83,5000,Lasso,0.59
83,5000,ElasticNet,0.84
83,5000,Random Forest,0.75
83,5000,SVR,0.89
83,10000,Ridge,0.88
83,10000,Lasso,0.63
83,10000,ElasticNet,0.89
83,10000,Random Forest,0.73
83,10000,SVR,0.91
83,All,Ridge,0.39
83,All,Lasso,0.44
83,All,ElasticNet,0.55
83,All,Random Forest,0.49
83,All,SVR,0.49
84,10,Ridge,0.78
84,10,Lasso,0.77
84,10,ElasticNet,0.78
84,10,Random Forest,0.75
84,10,SVR,0.78
84,52,Ridge,0.81
84,52,Lasso,0.73
84,52,ElasticNet,0.8
84,52,Random Forest,0.71
84,52,SVR,0.81
84,100,Ridge,0.81
84,100,Lasso,0.73
84,100,ElasticNet,0.81
84,100,Random Forest,0.79
84,100,SVR,0.78
84,500,Ridge,0.83
84,500,Lasso,0.69
84,500,ElasticNet,0.85
84,500,Random Forest,0.83
84,500,SVR,0.86
84,2000,Ridge,0.69
84,2000,Lasso,0.69
84,2000,ElasticNet,0.86
84,2000,Random Forest,0.83
84,2000,SVR,0.9
84,5000,Ridge,0.86
84,5000,Lasso,0.7
84,5000,ElasticNet,0.86
84,5000,Random Forest,0.85
84,5000,SVR,0.9
84,10000,Ridge,0.89
84,10000,Lasso,0.66
84,10000,ElasticNet,0.89
84,10000,Random Forest,0.83
84,10000,SVR,0.92
84,All,Ridge,0.56
84,All,Lasso,0.58
84,All,ElasticNet,0.66
84,All,Random Forest,0.62
84,All,SVR,0.64
85,10,Ridge,0.69
85,10,Lasso,0.68
85,10,ElasticNet,0.69
85,10,Random Forest,0.52
85,10,SVR,0.68
85,52,Ridge,0.78
85,52,Lasso,0.73
85,52,ElasticNet,0.8
85,52,Random Forest,0.79
85,52,SVR,0.77
85,100,Ridge,0.79
85,100,Lasso,0.71
85,100,ElasticNet,0.8
85,100,Random Forest,0.82
85,100,SVR,0.78
85,500,Ridge,0.88
85,500,Lasso,0.71
85,500,ElasticNet,0.9
85,500,Random Forest,0.84
85,500,SVR,0.9
85,2000,Ridge,0.68
85,2000,Lasso,0.73
85,2000,ElasticNet,0.87
85,2000,Random Forest,0.8
85,2000,SVR,0.9
85,5000,Ridge,0.88
85,5000,Lasso,0.64
85,5000,ElasticNet,0.89
85,5000,Random Forest,0.83
85,5000,SVR,0.91
85,10000,Ridge,0.9
85,10000,Lasso,0.66
85,10000,ElasticNet,0.9
85,10000,Random Forest,0.79
85,10000,SVR,0.92
85,All,Ridge,0.56
85,All,Lasso,0.59
85,All,ElasticNet,0.55
85,All,Random Forest,0.58
85,All,SVR,0.58
86,10,Ridge,0.77
86,10,Lasso,0.76
86,10,ElasticNet,0.77
86,10,Random Forest,0.73
86,10,SVR,0.77
86,52,Ridge,0.79
86,52,Lasso,0.68
86,52,ElasticNet,0.8
86,52,Random Forest,0.8
86,52,SVR,0.79
86,100,Ridge,0.8
86,100,Lasso,0.67
86,100,ElasticNet,0.82
86,100,Random Forest,0.8
86,100,SVR,0.8
86,500,Ridge,0.81
86,500,Lasso,0.71
86,500,ElasticNet,0.88
86,500,Random Forest,0.82
86,500,SVR,0.85
86,2000,Ridge,0.61
86,2000,Lasso,0.72
86,2000,ElasticNet,0.9
86,2000,Random Forest,0.83
86,2000,SVR,0.94
86,5000,Ridge,0.87
86,5000,Lasso,0.71
86,5000,ElasticNet,0.91
86,5000,Random Forest,0.82
86,5000,SVR,0.92
86,10000,Ridge,0.88
86,10000,Lasso,0.67
86,10000,ElasticNet,0.86
86,10000,Random Forest,0.81
86,10000,SVR,0.93
86,All,Ridge,0.43
86,All,Lasso,0.48
86,All,ElasticNet,0.56
86,All,Random Forest,0.54
86,All,SVR,0.52
87,10,Ridge,0.75
87,10,Lasso,0.75
87,10,ElasticNet,0.75
87,10,Random Forest,0.68
87,10,SVR,0.76
87,52,Ridge,0.85
87,52,Lasso,0.77
87,52,ElasticNet,0.85
87,52,Random Forest,0.76
87,52,SVR,0.84
87,100,Ridge,0.82
87,100,Lasso,0.72
87,100,ElasticNet,0.83
87,100,Random Forest,0.77
87,100,SVR,0.81
87,500,Ridge,0.78
87,500,Lasso,0.75
87,500,ElasticNet,0.85
87,500,Random Forest,0.81
87,500,SVR,0.88
87,2000,Ridge,0.71
87,2000,Lasso,0.73
87,2000,ElasticNet,0.87
87,2000,Random Forest,0.79
87,2000,SVR,0.89
87,5000,Ridge,0.86
87,5000,Lasso,0.72
87,5000,ElasticNet,0.86
87,5000,Random Forest,0.8
87,5000,SVR,0.9
87,10000,Ridge,0.89
87,10000,Lasso,0.7
87,10000,ElasticNet,0.84
87,10000,Random Forest,0.75
87,10000,SVR,0.91
87,All,Ridge,0.56
87,All,Lasso,0.54
87,All,ElasticNet,0.61
87,All,Random Forest,0.63
87,All,SVR,0.58
88,10,Ridge,0.81
88,10,Lasso,0.81
88,10,ElasticNet,0.81
88,10,Random Forest,0.68
88,10,SVR,0.81
88,52,Ridge,0.82
88,52,Lasso,0.86
88,52,ElasticNet,0.82
88,52,Random Forest,0.83
88,52,SVR,0.77
88,100,Ridge,0.82
88,100,Lasso,0.85
88,100,ElasticNet,0.84
88,100,Random Forest,0.84
88,100,SVR,0.81
88,500,Ridge,0.74
88,500,Lasso,0.82
88,500,ElasticNet,0.83
88,500,Random Forest,0.86
88,500,SVR,0.81
88,2000,Ridge,0.74
88,2000,Lasso,0.84
88,2000,ElasticNet,0.89
88,2000,Random Forest,0.85
88,2000,SVR,0.9
88,5000,Ridge,0.87
88,5000,Lasso,0.75
88,5000,ElasticNet,0.9
88,5000,Random Forest,0.84
88,5000,SVR,0.91
88,10000,Ridge,0.9
88,10000,Lasso,0.77
88,10000,ElasticNet,0.9
88,10000,Random Forest,0.85
88,10000,SVR,0.92
88,All,Ridge,0.58
88,All,Lasso,0.62
88,All,ElasticNet,0.41
88,All,Random Forest,0.73
88,All,SVR,0.64
89,10,Ridge,0.76
89,10,Lasso,0.76
89,10,ElasticNet,0.76
89,10,Random Forest,0.73
89,10,SVR,0.76
89,52,Ridge,0.88
89,52,Lasso,0.77
89,52,ElasticNet,0.88
89,52,Random Forest,0.75
89,52,SVR,0.85
89,100,Ridge,0.82
89,100,Lasso,0.73
89,100,ElasticNet,0.83
89,100,Random Forest,0.77
89,100,SVR,0.79
89,500,Ridge,0.84
89,500,Lasso,0.72
89,500,ElasticNet,0.87
89,500,Random Forest,0.8
89,500,SVR,0.88
89,2000,Ridge,0.64
89,2000,Lasso,0.68
89,2000,ElasticNet,0.86
89,2000,Random Forest,0.77
89,2000,SVR,0.89
89,5000,Ridge,0.91
89,5000,Lasso,0.7
89,5000,ElasticNet,0.89
89,5000,Random Forest,0.8
89,5000,SVR,0.92
89,10000,Ridge,0.91
89,10000,Lasso,0.63
89,10000,ElasticNet,0.88
89,10000,Random Forest,0.81
89,10000,SVR,0.92
89,All,Ridge,0.47
89,All,Lasso,0.49
89,All,ElasticNet,0.51
89,All,Random Forest,0.56
89,All,SVR,0.56
90,10,Ridge,0.63
90,10,Lasso,0.63
90,10,ElasticNet,0.63
90,10,Random Forest,0.56
90,10,SVR,0.64
90,52,Ridge,0.78
90,52,Lasso,0.72
90,52,ElasticNet,0.79
90,52,Random Forest,0.75
90,52,SVR,0.74
90,100,Ridge,0.8
90,100,Lasso,0.71
90,100,ElasticNet,0.81
90,100,Random Forest,0.76
90,100,SVR,0.74
90,500,Ridge,0.72
90,500,Lasso,0.68
90,500,ElasticNet,0.87
90,500,Random Forest,0.79
90,500,SVR,0.84
90,2000,Ridge,0.71
90,2000,Lasso,0.69
90,2000,ElasticNet,0.87
90,2000,Random Forest,0.78
90,2000,SVR,0.9
90,5000,Ridge,0.86
90,5000,Lasso,0.6
90,5000,ElasticNet,0.89
90,5000,Random Forest,0.75
90,5000,SVR,0.92
90,10000,Ridge,0.88
90,10000,Lasso,0.59
90,10000,ElasticNet,0.88
90,10000,Random Forest,0.72
90,10000,SVR,0.93
90,All,Ridge,0.39
90,All,Lasso,0.37
90,All,ElasticNet,0.6
90,All,Random Forest,0.37
90,All,SVR,0.43
91,10,Ridge,0.76
91,10,Lasso,0.77
91,10,ElasticNet,0.76
91,10,Random Forest,0.64
91,10,SVR,0.75
91,52,Ridge,0.83
91,52,Lasso,0.83
91,52,ElasticNet,0.84
91,52,Random Forest,0.8
91,52,SVR,0.84
91,100,Ridge,0.82
91,100,Lasso,0.8
91,100,ElasticNet,0.83
91,100,Random Forest,0.76
91,100,SVR,0.83
91,500,Ridge,0.8
91,500,Lasso,0.83
91,500,ElasticNet,0.87
91,500,Random Forest,0.8
91,500,SVR,0.88
91,2000,Ridge,0.75
91,2000,Lasso,0.78
91,2000,ElasticNet,0.88
91,2000,Random Forest,0.8
91,2000,SVR,0.9
91,5000,Ridge,0.89
91,5000,Lasso,0.72
91,5000,ElasticNet,0.88
91,5000,Random Forest,0.83
91,5000,SVR,0.91
91,10000,Ridge,0.89
91,10000,Lasso,0.76
91,10000,ElasticNet,0.89
91,10000,Random Forest,0.83
91,10000,SVR,0.93
91,All,Ridge,0.62
91,All,Lasso,0.63
91,All,ElasticNet,0.54
91,All,Random Forest,0.64
91,All,SVR,0.65
92,10,Ridge,0.64
92,10,Lasso,0.64
92,10,ElasticNet,0.66
92,10,Random Forest,0.62
92,10,SVR,0.64
92,52,Ridge,0.78
92,52,Lasso,0.71
92,52,ElasticNet,0.79
92,52,Random Forest,0.74
92,52,SVR,0.79
92,100,Ridge,0.82
92,100,Lasso,0.72
92,100,ElasticNet,0.83
92,100,Random Forest,0.8
92,100,SVR,0.79
92,500,Ridge,0.8
92,500,Lasso,0.72
92,500,ElasticNet,0.83
92,500,Random Forest,0.82
92,500,SVR,0.81
92,2000,Ridge,0.74
92,2000,Lasso,0.68
92,2000,ElasticNet,0.85
92,2000,Random Forest,0.76
92,2000,SVR,0.87
92,5000,Ridge,0.86
92,5000,Lasso,0.59
92,5000,ElasticNet,0.88
92,5000,Random Forest,0.77
92,5000,SVR,0.89
92,10000,Ridge,0.89
92,10000,Lasso,0.62
92,10000,ElasticNet,0.87
92,10000,Random Forest,0.73
92,10000,SVR,0.9
92,All,Ridge,0.35
92,All,Lasso,0.4
92,All,ElasticNet,0.51
92,All,Random Forest,0.46
92,All,SVR,0.43
93,10,Ridge,0.62
93,10,Lasso,0.63
93,10,ElasticNet,0.63
93,10,Random Forest,0.58
93,10,SVR,0.65
93,52,Ridge,0.79
93,52,Lasso,0.75
93,52,ElasticNet,0.79
93,52,Random Forest,0.73
93,52,SVR,0.78
93,100,Ridge,0.77
93,100,Lasso,0.74
93,100,ElasticNet,0.78
93,100,Random Forest,0.76
93,100,SVR,0.77
93,500,Ridge,0.85
93,500,Lasso,0.7
93,500,ElasticNet,0.86
93,500,Random Forest,0.71
93,500,SVR,0.87
93,2000,Ridge,0.79
93,2000,Lasso,0.7
93,2000,ElasticNet,0.9
93,2000,Random Forest,0.74
93,2000,SVR,0.92
93,5000,Ridge,0.91
93,5000,Lasso,0.62
93,5000,ElasticNet,0.9
93,5000,Random Forest,0.73
93,5000,SVR,0.93
93,10000,Ridge,0.93
93,10000,Lasso,0.67
93,10000,ElasticNet,0.9
93,10000,Random Forest,0.73
93,10000,SVR,0.95
93,All,Ridge,0.45
93,All,Lasso,0.45
93,All,ElasticNet,0.39
93,All,Random Forest,0.43
93,All,SVR,0.46
94,10,Ridge,0.68
94,10,Lasso,0.7
94,10,ElasticNet,0.69
94,10,Random Forest,0.61
94,10,SVR,0.65
94,52,Ridge,0.78
94,52,Lasso,0.75
94,52,ElasticNet,0.79
94,52,Random Forest,0.71
94,52,SVR,0.75
94,100,Ridge,0.8
94,100,Lasso,0.76
94,100,ElasticNet,0.84
94,100,Random Forest,0.8
94,100,SVR,0.79
94,500,Ridge,0.79
94,500,Lasso,0.69
94,500,ElasticNet,0.83
94,500,Random Forest,0.74
94,500,SVR,0.85
94,2000,Ridge,0.68
94,2000,Lasso,0.72
94,2000,ElasticNet,0.84
94,2000,Random Forest,0.78
94,2000,SVR,0.87
94,5000,Ridge,0.81
94,5000,Lasso,0.61
94,5000,ElasticNet,0.82
94,5000,Random Forest,0.79
94,5000,SVR,0.87
94,10000,Ridge,0.84
94,10000,Lasso,0.65
94,10000,ElasticNet,0.84
94,10000,Random Forest,0.76
94,10000,SVR,0.89
94,All,Ridge,0.45
94,All,Lasso,0.56
94,All,ElasticNet,0.66
94,All,Random Forest,0.61
94,All,SVR,0.56
95,10,Ridge,0.71
95,10,Lasso,0.7
95,10,ElasticNet,0.71
95,10,Random Forest,0.69
95,10,SVR,0.71
95,52,Ridge,0.83
95,52,Lasso,0.75
95,52,ElasticNet,0.82
95,52,Random Forest,0.78
95,52,SVR,0.81
95,100,Ridge,0.82
95,100,Lasso,0.75
95,100,ElasticNet,0.81
95,100,Random Forest,0.78
95,100,SVR,0.81
95,500,Ridge,0.81
95,500,Lasso,0.65
95,500,ElasticNet,0.85
95,500,Random Forest,0.78
95,500,SVR,0.84
95,2000,Ridge,0.77
95,2000,Lasso,0.61
95,2000,ElasticNet,0.86
95,2000,Random Forest,0.75
95,2000,SVR,0.89
95,5000,Ridge,0.89
95,5000,Lasso,0.57
95,5000,ElasticNet,0.87
95,5000,Random Forest,0.75
95,5000,SVR,0.9
95,10000,Ridge,0.9
95,10000,Lasso,0.62
95,10000,ElasticNet,0.89
95,10000,Random Forest,0.74
95,10000,SVR,0.91
95,All,Ridge,0.54
95,All,Lasso,0.53
95,All,ElasticNet,0.57
95,All,Random Forest,0.53
95,All,SVR,0.57
96,10,Ridge,0.68
96,10,Lasso,0.66
96,10,ElasticNet,0.69
96,10,Random Forest,0.63
96,10,SVR,0.66
96,52,Ridge,0.76
96,52,Lasso,0.67
96,52,ElasticNet,0.8
96,52,Random Forest,0.71
96,52,SVR,0.75
96,100,Ridge,0.81
96,100,Lasso,0.66
96,100,ElasticNet,0.86
96,100,Random Forest,0.72
96,100,SVR,0.79
96,500,Ridge,0.87
96,500,Lasso,0.72
96,500,ElasticNet,0.9
96,500,Random Forest,0.76
96,500,SVR,0.86
96,2000,Ridge,0.76
96,2000,Lasso,0.71
96,2000,ElasticNet,0.85
96,2000,Random Forest,0.74
96,2000,SVR,0.86
96,5000,Ridge,0.82
96,5000,Lasso,0.61
96,5000,ElasticNet,0.83
96,5000,Random Forest,0.73
96,5000,SVR,0.86
96,10000,Ridge,0.86
96,10000,Lasso,0.57
96,10000,ElasticNet,0.83
96,10000,Random Forest,0.75
96,10000,SVR,0.88
96,All,Ridge,0.52
96,All,Lasso,0.49
96,All,ElasticNet,0.62
96,All,Random Forest,0.55
96,All,SVR,0.6
97,10,Ridge,0.85
97,10,Lasso,0.83
97,10,ElasticNet,0.84
97,10,Random Forest,0.81
97,10,SVR,0.84
97,52,Ridge,0.92
97,52,Lasso,0.86
97,52,ElasticNet,0.93
97,52,Random Forest,0.9
97,52,SVR,0.92
97,100,Ridge,0.9
97,100,Lasso,0.86
97,100,ElasticNet,0.92
97,100,Random Forest,0.93
97,100,SVR,0.89
97,500,Ridge,0.91
97,500,Lasso,0.91
97,500,ElasticNet,0.92
97,500,Random Forest,0.93
97,500,SVR,0.93
97,2000,Ridge,0.78
97,2000,Lasso,0.84
97,2000,ElasticNet,0.94
97,2000,Random Forest,0.91
97,2000,SVR,0.96
97,5000,Ridge,0.94
97,5000,Lasso,0.77
97,5000,ElasticNet,0.94
97,5000,Random Forest,0.94
97,5000,SVR,0.96
97,10000,Ridge,0.93
97,10000,Lasso,0.8
97,10000,ElasticNet,0.93
97,10000,Random Forest,0.94
97,10000,SVR,0.97
97,All,Ridge,0.7
97,All,Lasso,0.7
97,All,ElasticNet,0.54
97,All,Random Forest,0.77
97,All,SVR,0.73
98,10,Ridge,0.74
98,10,Lasso,0.72
98,10,ElasticNet,0.74
98,10,Random Forest,0.67
98,10,SVR,0.75
98,52,Ridge,0.83
98,52,Lasso,0.79
98,52,ElasticNet,0.83
98,52,Random Forest,0.76
98,52,SVR,0.82
98,100,Ridge,0.88
98,100,Lasso,0.8
98,100,ElasticNet,0.88
98,100,Random Forest,0.84
98,100,SVR,0.87
98,500,Ridge,0.83
98,500,Lasso,0.78
98,500,ElasticNet,0.89
98,500,Random Forest,0.85
98,500,SVR,0.9
98,2000,Ridge,0.74
98,2000,Lasso,0.65
98,2000,ElasticNet,0.88
98,2000,Random Forest,0.81
98,2000,SVR,0.9
98,5000,Ridge,0.89
98,5000,Lasso,0.64
98,5000,ElasticNet,0.9
98,5000,Random Forest,0.84
98,5000,SVR,0.92
98,10000,Ridge,0.91
98,10000,Lasso,0.64
98,10000,ElasticNet,0.9
98,10000,Random Forest,0.82
98,10000,SVR,0.93
98,All,Ridge,0.48
98,All,Lasso,0.46
98,All,ElasticNet,0.53
98,All,Random Forest,0.56
98,All,SVR,0.53
99,10,Ridge,0.65
99,10,Lasso,0.62
99,10,ElasticNet,0.65
99,10,Random Forest,0.57
99,10,SVR,0.66
99,52,Ridge,0.77
99,52,Lasso,0.69
99,52,ElasticNet,0.76
99,52,Random Forest,0.78
99,52,SVR,0.76
99,100,Ridge,0.84
99,100,Lasso,0.68
99,100,ElasticNet,0.83
99,100,Random Forest,0.78
99,100,SVR,0.82
99,500,Ridge,0.78
99,500,Lasso,0.72
99,500,ElasticNet,0.85
99,500,Random Forest,0.8
99,500,SVR,0.86
99,2000,Ridge,0.75
99,2000,Lasso,0.71
99,2000,ElasticNet,0.89
99,2000,Random Forest,0.8
99,2000,SVR,0.91
99,5000,Ridge,0.86
99,5000,Lasso,0.62
99,5000,ElasticNet,0.88
99,5000,Random Forest,0.82
99,5000,SVR,0.9
99,10000,Ridge,0.89
99,10000,Lasso,0.62
99,10000,ElasticNet,0.9
99,10000,Random Forest,0.81
99,10000,SVR,0.91
99,All,Ridge,0.5
99,All,Lasso,0.57
99,All,ElasticNet,0.59
99,All,Random Forest,0.53
99,All,SVR,0.57
100,10,Ridge,0.63
100,10,Lasso,0.64
100,10,ElasticNet,0.64
100,10,Random Forest,0.56
100,10,SVR,0.63
100,52,Ridge,0.72
100,52,Lasso,0.59
100,52,ElasticNet,0.74
100,52,Random Forest,0.71
100,52,SVR,0.74
100,100,Ridge,0.75
100,100,Lasso,0.6
100,100,ElasticNet,0.76
100,100,Random Forest,0.7
100,100,SVR,0.74
100,500,Ridge,0.66
100,500,Lasso,0.53
100,500,ElasticNet,0.77
100,500,Random Forest,0.63
100,500,SVR,0.78
100,2000,Ridge,0.67
100,2000,Lasso,0.57
100,2000,ElasticNet,0.78
100,2000,Random Forest,0.66
100,2000,SVR,0.85
100,5000,Ridge,0.85
100,5000,Lasso,0.48
100,5000,ElasticNet,0.85
100,5000,Random Forest,0.61
100,5000,SVR,0.86
100,10000,Ridge,0.87
100,10000,Lasso,0.53
100,10000,ElasticNet,0.83
100,10000,Random Forest,0.64
100,10000,SVR,0.89
100,All,Ridge,0.23
100,All,Lasso,0.3
100,All,ElasticNet,0.45
100,All,Random Forest,0.32
100,All,SVR,0.3
